"code";"text";"pt3";"pos"
"3299";"INSTRUMENT ÖVRIGT";"Other instrument";""
"3399";"STYRENHET TAKLUCKA";"Taklucka Styrenhet";""
"3401";"STRÖMSTÄLLARE TAKLUCKA";"Sun Roof Switches";""
"3402";"STRÖMSTÄLLARE DIMLJUS FRAM/BAK";"Fog light Switches";""
"3403";"STRÖMSTÄLLARE EXTRALJUS";"Driving lights switches";""
"3404";"STRÖMSTÄLLARE STOLVÄRME";"Seat Heating Switches";""
"3405";"STRÖMSTÄLLARE AIRBAG PASSAGERARE";"Strömställare Airbag passagerare";""
"3406";"STRÖMSTÄLLARE PARKERINGSHJÄLP";"Parkeringshjälp Strömställare";""
"3407";"STRÖMSTÄLLARE ARBETSBELYSNING";"Arbetsbelysning Strömställare";""
"3408";"STRÖMSTÄLLARE DRAGKROK";"Dragkrok Strömställare";""
"3409";"STRÖMSTÄLLARE DÄCKTRYCKSKONTROLL";"Däcktryckskontroll Strömställare";""
"3410";"STRÖMSTÄLLARE DÖRRÖPPNARE";"Dörröppnare Strömställare";""
"3411";"STRÖMSTÄLLARE FYRHJULSDRIFT";"Fyrhjulsdrift Strömställare";""
"3412";"STRÖMSTÄLLARE FÖRHÖJD TOMGÅNG";"Förhöjd Tomgång Strömställare";""
"3420";"STARTSPÄRRSKONTAKT";"Starter inhibitor";""
"3421";"STARTKNAPP PERSONBIL";"Start button Car";""
"4501";"AC EXPANSIONSVENTIL";"AC Expansion valve";""
"4503";"NIVÅ/LUFTFJÄDRING SENSOR";"Level / Air suspension sensor";""
"4504";"NIVÅ/LUFTFJÄDRING BÄLG";"Nivå / Luftfjädring Bälg";""
"4505";"MOTORVÄRMARSLADD FAST";"Engine heater cord mounted";""
"4506";"STÖTFÅNGARE UTFYLLNAD/LIST/GRILL";"Bumper Filling / Strip / Grill";""
"4507";"STÖTF.SIDOSTYCKE MELLANLÄGG";"Bumper Side piece Middle piece";""
"4508";"STÖTFÅNGARHORN BAK VÄ";"Bumper horns";"Left"
"4509";"STÖTFÅNGARHORN BAK HÖ";"Bumper horns";"Right"
"4510";"LASTMATTA/SKYDD";"Loading mat / Protection";""
"4511";"LASTNÄT";"Load net";""
"4512";"HATTHYLLA SIDOSTYCKE VÄ";"Hat shelf side piece";"Left"
"4513";"HATTHYLLA SIDOSTYCKE HÖ";"Hat shelf side piece";"Right"
"4514";"KOPPLING TRYCKPLATTA";"Clutch Thrust plate";""
"4515";"DIM 000-23";"DIM 000-23";""
"4516";"DIM 000-24";"DIM 000-24";""
"4517";"DIM 000-25";"DIM 000-25";""
"4518";"DIM 000-26";"DIM 000-26";""
"4519";"DIM 000-27";"DIM 000-27";""
"4520";"DIM 000-28";"DIM 000-28";""
"4521";"DÖRRKLÄDSEL INLÄGG/LIST VÄ";"Door cover details";"Left"
"4522";"DÖRRKLÄDSEL INLÄGG/LIST HÖ";"Door cover details";"Right"
"4523";"MELLANAXEL BALK";"Inter axle Beam";""
"4524";"HANDBROMSSPAK DAMASK/SKYDD";"Hand brake lever Damask / Protection";""
"4525";"PARKERINGSBROMS ÖVRIGT";"Hand brake other";""
"4526";"PARKERINGSBROMS PEDALSTÄLL";"Hand brake Pedal switch";""
"4527";"SKÄRM HÖRN UTFYLLNAD BAK";"Shield pillar";""
"4528";"SKÄRM HÖRN UTFYLLNAD FRAM";"Fender corner";""
"4529";"TANKLUCKA VAJER";"Tank lid Wire";""
"4530";"KOLKANISTER VENTIL";"Carbon canister valve";""
"4531";"STRÖMSTÄLLARE BRÄNSLE OKTAN";"Octane fuel switches";""
"4532";"SÄKRINGSDOSA/ELCENTRAL LOCK";"Fuse box / Electric central lock";""
"4533";"HUV LUFTINTAG";"Bonnet air inlet";""
"4534";"HJULLAGERHUS BAK VÄ";"Wheel bearing";"Rear Left"
"4535";"HJULLAGERHUS BAK HÖ";"Wheel bearing";"Rear Right"
"4536";"INJ.BRÄNSLE BACKVENTIL/ACKUM.";"Rear valve / Accum.";""
"4537";"INREDNING SOFFA FRAM RYGG";"Couch Front Back cushion";""
"4538";"INREDNING SOFFA FRAM SITS";"Couch Front Seat cushion";""
"4539";"INREDNING SOFFA FRAM KOMPLETT";"Couch Front Complete";""
"4540";"LIST SKÄRMKANT";"Strip Screen Edge";""
"4541";"GIVARE TEMPERATUR OLJA";"Oljetemperatur Givare";""
"4542";"OLJEKYLARE SERVOSTYRNING";"Oil cooler Cruise Control";""
"4543";"OLJEKYLARE AUTOMAT";"Automatic oil coolers";""
"4544";"OLJA PÅFYLLNINGSLOCK";"Oil Filling cap";""
"4545";"OLJA PÅFYLLNINGSRÖR";"Oil Filling tube";""
"4546";"OLJEFÄLLA";"Oil trap";""
"4547";"KYLARE PÅFYLLNINGSLOCK";"Cooler filler cap";""
"4548";"BAKAXEL FÄSTE";"Rear axle fixing";""
"4549";"BAKAXEL KUDDE";"Rear axle pillow";""
"4552";"VEVLAGER";"Crank bearing";""
"4553";"KURVHANDTAG I TAK";"Ceiling basket handle";""
"4554";"GIVARE OLJENIVÅ VAKT";"Oil level monitor";""
"4555";"VÄXELSPAKSKNOPP";"Gear lever knob";""
"4556";"VERKSTADSHANDBOK";"Workshop Manual";""
"4557";"HÖGTALARE GALLER";"Speaker bars";""
"4558";"STYRSNÄCKA SERVO";"Power steering-worm";""
"4559";"STRÖMSTÄLLARE AC";"AC Switches";""
"4560";"STRÖMSTÄLLARE FARTHÅLL.HUVUD";"Cruise Control Main Switches";""
"4561";"STRÖMSTÄLLARE CENTRALLÅS";"Central lock Switches";""
"4562";"STRÖMSTÄLLARE TANKLUCKA";"Tank Lid Switches ";""
"4564";"STRÖMSTÄLLARE BACKLJUSKONTAKT";"Tail light contact switches";""
"4565";"STRÖMSTÄLLARE NIVÅREGLERING";"Level regulator Switches";""
"4566";"STRÖMSTÄLLARE BAKLUCKA";"Hatch back switches";""
"4567";"STRÖMSTÄLLARE TORK/SPOL BAKR";"Wiper / Rear Window Washer Switches";""
"4569";"STYRSTAG (UTAN LED) MITT";"Styrstag / Ingen led";"Middle"
"4570";"STYRSTAG (UTAN LED) VÄ";"Styrstag / Ingen led";"Left"
"4571";"STYRSTAG (UTAN LED) HÖ";"Styrstag / Ingen led";"Right"
"4572";"VÄXELLÅDA MAN. 3 VXL";"Gear Box 3 Speed";""
"4573";"VÄXELLÅDA MAN. 7 VXL";"Gear Box 7 Speed";""
"4574";"BAKLUCKA/FLAKLÄM VAJER";"Hatchback wire";""
"4575";"LÅSKISTA BAKLUCKA";"Lock case rear hatch";""
"4576";"TARGA TOP";"Targa Top";""
"4577";"BLINK.INSATS/LAMPH.BAK.VÄ";"Indicator cartridge / Lamp casings";"Left"
"4578";"BLINK.INSATS/LAMPH.BAK.HÖ";"Indicator cartridge / Lamp casings";"Right"
"4579";"BLINKERSGLAS BAK VÄ";"Indicator glass";"Left"
"4580";"BLINKERSGLAS BAK HÖ";"Indicator glass";"Right"
"4581";"VENTIL DÄCK";"Tire valve";""
"4582";"VENTIL LYFTARE";" valve lifters";""
"4583";"SIDORUTA SPÄNNE";"Side window clasp";""
"4584";"MEDBRINGARE VÄXEL";"Companion flange Gear";""
"4585";"INSTRUMENT LUTNINGSINDIKATOR";"Gear indicator";""
"4586";"SIDORUTA ÖPPN/KAROSS HÖ";"Side window openable / Body";"Right"
"4587";"SIDORUTA ÖPPN/KAROSS VÄ";"Side window openable / Body";"Left"
"4588";"SIDORUTA FRÄMRE HÖ/KAROSS";"Side window Front A-Pillar";"Right"
"4589";"SIDORUTA FRÄMRE VÄ/KAROSS";"Side window Front A-Pillar";"Left"
"4590";"RELÄ BENSIN/DIESELVÄRMARE";"Fuel / Diesel heater relay";""
"4591";"RELÄ DIMMER";"Dimmer relay";""
"4592";"RELÄ SPOLNING";"Washer relay";""
"4593";"RELÄ TAKLUCKSMOTOR";"Sun roof motor";""
"4594";"RELÄ VÄRMEFLÄKT";"Heating fan relay";""
"4595";"STRÖMSTÄLLARE ANTENN";"Antenna Switches";""
"4596";"STRÖMSTÄLLARE INNERBELYSNING";"Interior lighting Switches";""
"4597";"STRÖMSTÄLLARE STRÅLKASTARTORK";"Head light wiper switches";""
"4598";"STRÖMSTÄLLARE FADER/HÖGTALARE";"Fader / Speaker Switches";""
"4599";"STRÖMSTÄLLARE TORKARINTERVALL";"Wiper interval Switches";""
"4600";"STRÖMSTÄLLARE BARNLÅS";"Child lock Switches";""
"4601";"INSTRUMENTBRÄDA /SPARKSKYDD";"Instrument board / Kick protection";""
"4602";"DÖRR VENTRUTA FRAM LÅSANORDN.";"Locking device Vent. window front";""
"4603";"BAKLUCKEHANDTAG INRE";"Rear door handle Interior";""
"4604";"BENSINKRAN BIL";"Fuel tap";""
"4605";"BLINKERS BAK KOMPL HÖ";"Indicators complete";"Right"
"4606";"BLINKERS BAK KOMPL VÄ";"Indicators complete";"Left"
"4607";"CENTRALLÅSKONTAKT/DÖRRKONTAKT";"Central locking for lock";""
"4608";"MOBILTELEFONLADDARE";"Mobiltelefonladdare";""
"4609";"GIVARE INLOPPSLUFT TEMPERATUR";"Air inlet Temperature transmitters";""
"4610";"HANDSFACK INSATS";"Glove compartment case";""
"4611";"INSTRUMENTBRÄDA INLÄGG/DEKORLIST";"Insert Instrument panel Decor";""
"4612";"KAMKEDJE/KAMREM SPÄNNARE";"Cam chain tensioner";""
"4613";"KAMKEDJA/KAMREM STYRSKENA/RULLE";"Cam chain Guide bar";""
"4614";"KYLARSLANG FÄST PÅ MOTOR";"Cooler tube fixed on engine";""
"4615";"MELLANAXEL FRÄMRE 4WD";"Inter axle Front 4WD";""
"4616";"DIMLJUS/REFLEX BAK";"Reflector";""
"4617";"RADIO/STEREO KASSETTBANDSP.";"Radio Cassette / Stereo 8";""
"4618";"REMSPÄNNARE FLÄKTREM";"Belt tensioner for Fan belt";""
"4619";"SOLSENSOR/SKYMNINGSSENSOR";"Dusk sensor";""
"4620";"SPEGEL INVÄNDIG EL";"Rearview mirror interior electric";""
"4621";"STRÖMSTÄLLARE SKYMNING";"Dusk Switches";""
"4622";"STRÖMSTÄLLARE STOLMINNE";"Sear memory Switches";""
"4623";"STRÖMSTÄLLARE DIFFSPÄRR";"Differential Block Switches";""
"4624";"VÄXELLÅDSKUDDE";"Gear Box cushion";""
"4625";"AVGASKYLARE";"Exhaust Cooler";""
"4626";"BILDSKÄRM";"Monitor";""
"4627";"CD-VÄXLARE";"CD changer";""
"4628";"INJ.SPRIDARE FÖRKOPPL.MOTSTÅND";"Injector resistor";""
"4629";"INSTRUMENTBRÄDA FÖRVARINGSFACK";"Förvaringsfack i instrum.bräda";""
"4630";"KOPPLING SLANG/RÖR";"Clutch Hose/Line";""
"4631";"OLJEKYLARE BAKAXEL";"Oil cooler rear axel";""
"4632";"OLJEPUMP BAKAXEL";"Oilpump rear axel";""
"4633";"OLJEPUMP VÄXELLÅDA";"Oil pump gearbox";""
"4634";"RADIO/STEREO FÖRSTÄRKARE";"Radio/Amplifier";""
"4635";"ANTENNFÖRSTÄRKARE";"RF amplifier";""
"4636";"STRÖMSTÄLLARE CIRKULATION/LUFT";"Switch air/circulation";""
"4637";"TÄNDNING KONDENSATOR";"Ignition condenser";""
"4638";"DVD SPELARE";"DVD Player";""
"4639";"SIDORUTA BAK - DEKORLIST";"Decorative strip side window rear";""
"4640";"SIDORUTA BAK - GUMMILIST";"Rubber strip side window rear";""
"4641";"BAKRUTA - DEKORLIST";"Decorative strip rear window";""
"4642";"BAKRUTA - GUMMILIST";"Rubber strip rear window";""
"4643";"VINDRUTA - DEKORLIST";"Decorative strip windsheild";""
"4644";"VINDRUTA - GUMMILIST";"Rubber strip windsheild";""
"4645";"GIVARE GASPEDAL";"Sensor gaspedal";""
"4646";"GIVARE NIVÅVAKT BROMSVÄTSKA";"Level switch brake fluid    ";""
"4647";"GIVARE NIVÅVAKT KYLARVÄTSKA";"Level switch coolant";""
"4648";"GIVARE NIVÅ EXPANSIONSKÄRL";"Givare Nivå Expansionskärl";""
"4649";"AC INNERTEMPERATUR SENSOR";"Sensor AC inner temperature";""
"4650";"TANKLUCKA LÅS";"Fuel door";""
"4651";"VINDAVVISARE DÖRR";"Vindavvisare på dörr";""
"4652";"NAVKAPSEL SATS";"Navkapselsats 4st";""
"4653";"RATTNAV";"Steering column hub";""
"4654";"BRÄNSLEKYLARE";"Bränslekylare";""
"4655";"RESERVDELSMOTOR";"Reservdelsmotor";""
"4656";"RESERVDELSVÄXELLÅDA";"Reservdelsväxellåda";""
"4657";"FÖRPUMP DIESEL";"Förpump Diesel";""
"4658";"LÅS HARDTOPP/CAB";"Lås Hardtopp/Cab";""
"4659";"KONDENSATOR START/STOPP";"Start/Stopp Kondensator";""
"4660";"START/STOPP ÖVRIGT";"Start/Stopp Övrigt";""
"4700";"STRÖMSTÄLLARE VINDRUTESPOLNING";"Switch Window washer";""
"4701";"STRÖMSTÄLLARE TORKARE";"Switch Wipers";""
"4730";"RELÄ VÄXELINDIKATOR";"Relay gear indicator";""
"4732";"RELÄ TOMGÅNGSSTABILISATOR";"Relay idle stabilizer";""
"4733";"RELÄ BÄLTESVARNARE";"Relay seat belt warner";""
"4734";"RELÄ OLJETRYCKSGIVARE";"Relay oil pressure";""
"4735";"RELÄ BRÄNSLEFÖRBRUKNINGSMÄTARE";"Relay fuel gauge";""
"4736";"RELÄ STRÅLKASTARRENGÖRING";"Relay headlight washer";""
"4737";"RELÄ KYLVÄTSKEVARNING";"Relay coolant warner";""
"4738";"RELÄ SPÄNNINGSOMVANDLARE";"Relay voltage converter";""
"4739";"RELÄ DRAGKROK";"Relay towbar";""
"5001";"SKÄRM BAK VÄ";"Shield";"Rear Left"
"5002";"SKÄRM BAK HÖ";"Shield";"Rear Right"
"5003";"SKÄRMBREDDARE";"Side skirts";""
"5004";"STÄNKSKYDD";"Splash Guard";""
"5005";"SPOILER BAKLUCKA";"Spoiler Hatchback";""
"5006";"KJOLSPOILER BAK";"Skirt spoiler Rear";""
"5007";"BAKLUCKEÖPPNARE";"Bakluckeöppnare";""
"5008";"INREDNING BAKLUCKEKLÄDSEL";"Hatch back covering";""
"5009";"LÅS/BAKLUCKELÅS";"Hatch back lock";""
"5010";"BAKLUCKA (EJ MED RUTA)";"Hatchback (model without window)";""
"5011";"BAKLUCKEGÅNGJÄRN VÄ";"Hatchback Hinge";"Left"
"5012";"BAKLUCKEGÅNGJÄRN HÖ";"Hatchback Hinge";"Right"
"5013";"BAKLUCKA CC/KOMBI-SEDAN";"Hatchback CC / Combo Coupe";""
"5014";"GASFJÄDER BAKLUCKA";"Gas damper hatchback";""
"5015";"BAKLUCKA KOMBI/VAN";"Hatchback Station wagon";""
"5016";"DÖRR BAK VAN/SKÅP VÄ";"Cargo door Van/Locker";"Rear Left"
"5017";"DÖRR BAK VAN/SKÅP HÖ";"Cargo door Van/Locker";"Rear Right"
"5018";"TANKLUCKA";"Tank lid";""
"5019";"TANKLOCK";"Fuel tank lid";""
"5020";"BAKLUCKEHANDTAG";"Hatchback Handle";""
"5021";"BAGAGE GOLV";"Luggage compartment floor";""
"5022";"BAKLUCKA ÖVRE";"Hatchback Two Parts";"Upper"
"5023";"BAKLUCKA NEDRE";"Hatchback Two Parts";"Below"
"5024";"PARKERINGSHJÄLP FRONTSENSOR";"Parkeringshjälp Frontsensor";""
"5025";"PARKERINGSHJÄLP BACKSENSOR";"Rear sensor";""
"5026";"SENSOR ADAPTIV FARTHÅLLARE";"Adaptiv Farthållare Sensor";""
"5027";"SENSOR AKTIVT KOLLISIONSSKYDD";"Aktivt kollisionsskydd Sensor";""
"5028";"STÖTFÅNGAR DEFORM.ELEMENT BAK";"Bumper reinforcement rear";""
"5029";"STÖTFÅNGARBALK BAK";"Bumper beam";""
"5030";"STÖTFÅNGARE BAK";"Bumpers";""
"5031";"STÖTFÅNGARDEL BAK VÄ";"Bumpers in three parts";"Left"
"5032";"STÖTFÅNGARDEL BAK HÖ";"Bumpers in three parts";"Right"
"5033";"STÖTFÅNGARBEKLÄDNAD BAK";"Bumper paneling";""
"5034";"STÖTFÅNGARDÄMPARE BAK";"Bumpers ";""
"5035";"STÖTFÅNGARDEL BAK MITT";"Bumpers in three parts";"Middle"
"5036";"STÖTFÅNGARLIST BAK";"Bumper Strip";"Rear"
"5037";"STÖTFÅNGARBÄRJÄRN BAK";"Bumper carrying bar ";""
"5038";"SKYLTBELYSNING";"Sign illumination";""
"5039";"BROMSLJUS BAKRUTA";"Brake light rear window";""
"5040";"BACKLAMPA";"Reverse light";""
"5041";"BAKLJUS VÄ";"Tail light";"Left"
"5042";"BAKLJUS HÖ";"Tail light";"Right"
"5043";"BAKLJUS.INSATS/LAMPH.VÄ";"Tail light cartridge / Lamp casings";"Left"
"5044";"BAKLJUS.INSATS/LAMPH.HÖ";"Tail light cartridge / Lamp casings";"Right"
"5045";"POSITIONSLJUS BAK VÄ";"Position lights";"Left"
"5046";"POSITIONSLJUS BAK HÖ";"Position lights";"Right"
"5047";"BAKLJUS BAKLUCKA VÄ";"Tail light lid";"Left"
"5048";"BAKLJUS BAKLUCKA HÖ";"Tail light lid";"Right"
"5049";"BAKLJUSLAMPHÅLLARE LUCKA";"Lampholder rear hatchet";""
"5050";"SKYLT BELYSNING FÄSTE";"Skylt Belysning fäste";""
"5051";"BAKLJUSGLAS VÄ";"Tail light glass";"Left"
"5052";"BAKLJUSGLAS HÖ";"Tail light glass";"Right"
"5053";"BAKLJUSSARG";"Tail light frame";""
"5054";"KAMERA UTVÄNDIG";"Kamera Utvändig";""
"5055";"BAKRUTA";"Rear window";""
"5056";"REFLEXRAMP/DEKORRAMP";"Reflector Ramp / Decor ramp";""
"5057";"BRÄNSLE KOLKANISTER";"Carbon canister";""
"5058";"BRÄNSLETANKSBAND / TANKKONSOL";"Fuel tank lining";""
"5059";"BRÄNSLEPÅFYLLN.RÖR/SLANG";"Fuel filling pipe / tube";""
"5060";"BRÄNSLETANK BENSIN";"Fuel tank";""
"5061";"BRÄNSLETANK INSPRUTNING";"Fuel tank Injection";""
"5062";"BRÄNSLETANK DIESEL";"Diesel tank";""
"5063";"BRÄNSLET.ARMAT.EJ GIVARE";"Fuel tank armature (no transmitters)";""
"5064";"BENSINKRAN MC";"Fuel tap";""
"5065";"INSUGSGUMMI MC";"inlet rubber";""
"5066";"BRÄNSLETANK SKYDDSPLÅT";"Fuel tank cover plate";""
"5067";"BRÄNSLETANK GAS";"Gas tank";""
"5068";"RESERVHJULSSKYDD";"Spare tire protection";""
"5069";"RESERVHJULSHÅLLARE";"Spare tire holders";"Middle"
"5070";"DRAGKROK / DRAG";"Towing Hook";""
"5071";"CYKELHÅLLARE";"Bicycle holders";""
"5072";"DRAGKROK ELSATS";"Elsats Dragkrok";""
"5073";"STYRENHET DRAGKROK";"Dragkrok Styrenhet";""
"5074";"STYRENHET BAKLUCKA";"Baklucka Styrenhet";""
"5075";"SPOLARTANK BAKLUCKA";"Washer tank rear hatch";""
"5076";"SPOLARPUMP BAKLUCKA";"Washer pump rear hatch";""
"5077";"TORKARMEKANISM BAKRUTA";"Rear window Wiper mechanism";""
"5078";"BRÄNSLETANK PARTIKELFILTER";"Bränsletank Partikelfilter";""
"5079";"BRÄNSLE FÖRVÄRMN.MOTSTÅND";"Förvärmningsmotstånd";""
"5080";"ADBLUE TANK";"AdBlue tank";""
"5081";"BRÄNSLE GASFÖRDELARE";"Gasfördelare";""
"5082";"BRÄNSLE GASREGULATOR";"Gasregulator";""
"5083";"BRÄNSLE GASDRIFT ÖVRIGT";"Gasdrift Övrigt";""
"5084";"ADBLUE INSPRUTNINGSVENTIL";"Adblue Insprutningsventil";""
"5085";"ADBLUE PUMPMODUL";"Adblue pumpmodul";""
"5086";"STYRENHET ADBLUEPUMP";"Styrenhet Adbluepump";""
"5087";"ADBLUE TANKARMATUR";"Adblue Tankarmatur";""
"5088";"ADBLUE TANKKONSOL";"Adblue Tankkonsol";""
"5093";"STÖTFÅNGARFÄSTE BAK VÄ";"Stötfångarfäste Bak";"Left"
"5094";"STÖTFÅNGARFÄSTE BAK HÖ";"Stötfångarfäste Bak";"Right"
"5095";"BAKPARTI/KAROSS";"Rear part / Body";""
"5096";"BAKPARTI/KAROSS M TAK";"Rear part / Body with roof";""
"5097";"PLÅT/CHASSI ÖVRIGT";"Plåt/Chassi Övrigt";""
"5098";"VENTILATIONSUTSLÄPP BAK";"Ventilationsutsläpp Bak";""
"5099";"BAKPARTI ÖVRIGT";"Rear part Other ";""
"7001";"FRAMVAGN/AXEL";"Vehicle Front / Axle";""
"7002";"FRAMVAGN FÄSTE/KUDDE";"Front axel bracket/cushion";""
"7003";"BÄRARMSSTAG FRAM VÄ";"Trailing link brace";"Front Left"
"7004";"BÄRARMSSTAG FRAM HÖ";"Trailing link brace";"Front Right"
"7005";"FRAMVAGNSBALK";"Vehicle Front Beam";""
"7006";"KRÄNGNINGSHÄMMARE FRAM";"Anti-Roll system";"Front"
"7007";"MOTORBALK";"Engine Beam";""
"7008";"STYRSTAG VÄ / MITT / HÖ";"Steering brace";"Middle Left Right"
"7009";"STYRSTAGSÄNDE/LED VÄ";"Steering brace end / Joint";"Left"
"7010";"STYRSTAGSÄNDE/LED HÖ";"Steering brace end / Joint";"Right"
"7011";"BÄRARM FRAM ÖVRE VÄ";"Trailing link";"Front Upper Left"
"7012";"BÄRARM FRAM ÖVRE HÖ";"Trailing link";"Front Upper Right"
"7013";"BÄRARM FRAM UNDRE VÄ";"Trailing link";"Front Below Left"
"7014";"BÄRARM FRAM UNDRE HÖ";"Trailing link";"Front Below Right"
"7015";"FJÄDER FRAM";"Spring";"Front"
"7016";"BOGSERÖGLA";"Towing Eye";""
"7017";"FJÄDERSKÅL FRAM";"Spring retainer cup";"Front"
"7018";"STÖTDÄMPARE FRAM";"Shock absorbers front";"Front"
"7019";"MOMENTSTAG FRAM";"Torque Brace";"Front"
"7020";"FJÄDERBEN FRAM VÄ HÖ";"Strut front";"Left Right"
"7021";"FJÄDERBEN FRAM VÄ";"Strut front";"Left"
"7022";"FJÄDERBEN FRAM HÖ";"Strut front";"Right"
"7023";"HJULMUTTER/BULT/SATS";"Wheel nut / Bolt / Kit";""
"7024";"NAV FRAM";"Hub front";"Front"
"7025";"MEDBRINGARE FRAM";"Companion flange";"Front"
"7026";"BROMSSKÖLD FRAM";"Brake shield";"Front"
"7027";"FJÄDER FRAM BLAD";"Spring leaf";"Front"
"7028";"FJÄDERBENSLAGER FRAM";"Strut bearing front";"Front"
"7029";"FJÄDER/TORSIONSSTAV";"Spring / Torsion stick";""
"7030";"STYRSPINDELLED/KULLED";"Steering shaft joint / Ball bearing";""
"7031";"STYRSPINDEL LAGERHUS VÄ";"Steering stem bearing house";"Left"
"7032";"STYRSPINDEL LAGERHUS HÖ";"Steering stem bearing house";"Right"
"7033";"NAVKAPSEL";"Axle cap";""
"7034";"FRAMVAGN ANSLAGSGUMMI";"Stop Rubber Vehicle Front";""
"7035";"FÄLG PLÅT";"Rim Plate 1 pc";""
"7036";"FÄLG ALUMINIUM";"Rim Aluminum 1 pc";""
"7037";"FÄLGSATS PLÅT";"Rim set Plate 4 pc";""
"7038";"FÄLGSATS ALUMINIUM";"Rim set Aluminum 4 pc";""
"7039";"HJÄLPSTYRARM /SNÄCKA";"Assisted Steering Help Pitman";""
"7040";"STYRVÄXEL/SNÄCKA MEKANISK";"Steering rack / Shell";""
"7041";"STYRVÄXEL/SNÄCKA SERVO HYDRAULISK";"Steering Gear / Worm Servo";""
"7042";"RATTAXELKNUT";"Steering wheel axle joint";""
"7043";"RATTAXEL";"Steering wheel axle";""
"7044";"RATTAXELRÖR";"Steering wheel axle pipe";""
"7045";"RATTAXELAGGREGAT";"Steering wheel axle aggregate";""
"7046";"RATTAXELRÖR/AXEL SERVO";"Steering wheel axel pipe / Axle Servo";""
"7047";"RATT.DEFORMATIONSELEMENT";"Steering wheel  Deformation element";""
"7048";"RATTAXELAGG. JUSTERBART";"Steering wheel axle aggregate adjustable";""
"7049";"DRIVAXELTAPP FRAM YTTRE";"Drive shaft front";"Front Outer"
"7050";"DRIVAXEL FRAM VÄ HÖ";"Drive shaft";"Front Left Right"
"7051";"DRIVAXEL FRAM VÄ";"Drive shaft";"Front Left"
"7052";"DRIVAXEL FRAM HÖ";"Drive shaft";"Front Right"
"7053";"DRIVKNUT FRAM INRE";"Driving shaft";"Front Internal"
"7054";"DRIVKNUT FRAM YTTRE";"Driving shaft";"Front Outer"
"7055";"STYRSERVOPUMP MEKANISK";"Power steering Pump";""
"7056";"STYRSERVOSATS KOMP.";"Power steering set Compl";""
"7057";"STYRSERVOOLJEBEHÅLLARE";"Power steering Oil containers";""
"7058";"STYRNINGSDÄMPARE";"Steering damper";""
"7059";"STYRSERVOPUMPSFÄSTE";"Power steering Pump fixing";""
"7060";"RATT";"Steering wheel ";""
"7061";"RATT SIGNALKUDDE";"Steering wheel Signal cushion / ring";""
"7062";"STYRSERVOSLANG/RÖR";"Power steering Tube / Tubes";""
"7063";"STYRSERVO TRYCKVAKT/SENSOR/GIVARE";"Power steering pressure sensor";""
"7064";"KOMPRESSOR STÖT/LUFTFJÄDRING";"Compressor Shock / Suspension";""
"7065";"FJÄDR. HYDRAULPUMP";"Hydraulic pump";""
"7066";"FJÄDR. HYDRAULKLOCKA FRAM";"Hydraulic clock";"Front"
"7067";"FJÄDR. HYDRAULKLOCKA BAK";"Hydraulic clock";"Rear"
"7068";"FJÄDRING NIVÅREGLERING FRAM";"Hydraulic lever";"Front"
"7069";"FJÄDRING NIVÅREGLERING BAK";"Hydraulic lever";"Rear"
"7070";"FRAMVAGN DIFFRENTIAL";"Diffrential Vehicle Front";""
"7071";"NAV FRIHJULSNAV";"Hub Free wheel hub";""
"7072";"OLJEBEHÅLLARE NIVÅREGLERING";"Oil containers Level regulators";""
"7073";"KRÄNGNINGSHÄMMAR FÄSTE/STAG";"Anti-Roll bracket";""
"7074";"FJÄDERBENSSTAG";"Strut brace";""
"7075";"STRÖMFÖRDELARAXEL";"Distrubutor shaft";""
"7076";"FJÄDR. HYDRAULSLANG";"Hydraulslang Fjädring";""
"7077";"HYDRAULSLANG ÖVRIGT";"Hydraulslang Övrigt";""
"7078";"STYRENHET FJÄDRING / NIVÅ LUFTBÄLG";"Controller suspension";""
"7079";"STYRSERVOFILTER";"Styrservofilter";""
"7080";"STYRSERVO NIVÅVAKT";"Power steering level switch";""
"7081";"STYRSERVOPUMPSLOCK";"Power steering";""
"7082";"STYRSERVOPUMP ELEKTRISK";"Power steering pump electrical";""
"7083";"STYRVÄXEL/SNÄCKA ELEKTRISK";"Styrväxel/Snäcka Elektrisk";""
"7084";"NIVÅ/LUFTFJÄDRING TRYCKTANK";"Nivå / Luftfjädring Trycktank";""
"7085";"STYRNING ÖVRIGT";"Styrning Övrigt";""
"7088";"RATTAXEL VINKELVÄXEL";"Steering shaft bevel gear";""
"7089";"RATTAXELAGG MED INB SERVO";"Rattaxelaggregat med inbyggd servo";""
"7099";"FRAMVAGN ÖVRIGT";"Other Vehicle Front";""
"7100";"FJÄDER SATS";"Fjädersats";""
"7101";"FJÄDERBEN BAK VÄ";"Strut rear";"Left"
"7102";"FJÄDERBEN BAK HÖ";"Strut rear";"Right"
"7103";"FJÄDERBEN BAK VÄ-HÖ";"Strut rear";"Left Right"
"7104";"FJÄDERBENSLAGER BAK";"Strut bearing rear";"Rear"
"7105";"FJÄDER BAK";"Suspension";"Rear"
"7106";"FJÄDER BAK BLAD";"Spring leaf";"Rear"
"7107";"BAKVAGN ANSLAGSGUMMI";"Stop Rubber Vehicle Rear";""
"7108";"MOMENTSTAG BAK";"Torque brace";"Rear"
"7109";"FJÄDERSKÅL BAK";"Spring retainer cup";"Rear"
