"code";"SV";"DE";"pos"
"7801";"GENERATOR FÄSTE/TILLBEHÖR";"Generatorbefästigung/Zubehör";""
"7802";"BRÄNSLEPUMP KONSOL/FÄSTE";"Treibstoffpumpe Konsol/Befestigung";""
"7803";"SADEL LÅS MC";"Sadel Lås";""
"7804";"SADEL LÅSBYGEL MC";"Sadel Låsbygel";""
"7805";"NYCKEL/NYCKLAR";"Schlüssel";""
"7806";"KUPEFILTER";"Värme Kupéfilter";""
"7807";"ANTENN ELEKTRISK";"Antenn Elektrisk";""
"7808";"DVD TAKMONTERAD";"DVD Takmonterad";""
"7809";"RADIO KABELHÄRVA";"Radio Kabelbaum";""
"7810";"RADIO";"Radio";""
"7811";"ANTENN";"Antenne";""
"7812";"HÖGTALARE";"Lautsprecher";""
"7813";"TELEFON";"Telefon";""
"7814";"VERKTYGSFACK/FÖRVARING";"Verktygsfack / Förvaring";""
"7815";"VERKTYGSSATS";"Verkzeugsats";""
"7816";"RADIO CD / MULTIMEDIAPANEL";"CD Radio";""
"7817";"RADIO ÖVRIGT";"Radio Übriges";""
"7818";"DVD/BLU-RAY INFORMATIONSSKIVA";"DVD/CD Informationsskiva";""
"7819";"HUVISOLERING";"Haube isolierung ";""
"7820";"INSTRUKTIONSBOK";"Instruktionsbuch";""
"7821";"STRÖMSTÄLLARE HUVUD";"Haubt Stromschalter";""
"7822";"STRÖMSTÄLLARE STOLREGLER.";"Stuhlregler Stromschalter";""
"7823";"STRÖMSTÄLLARE MULTIFUNKTION";"Multifunktion Strömställare";""
"7824";"STR. LJUSVIDD. REGLERING";"Lichtweite/Regelung Stromschalter";""
"7825";"STRÖMSTÄLLARE ANTISPINN";"Antispinn Stromschalter";""
"7826";"STRÖMSTÄLLARE FÄRDDATOR";"Navigationssystem Stromschalter";""
"7827";"STRÖMSTÄLLARE VÄXELLÅDA";"Getriebe Stromschalter";""
"7828";"STRÖMSTÄLLARE ANTISLADD";"Antisladd Strömställare";""
"7829";"STRÖMSTÄLLARE PARKERINGSBROMS";"Parkeringsbroms Strömställare";""
"7830";"BATTERILÅDA/FÄSTE/HÅLLARE";"Batterieschale/Befestigung/Halter";""
"7831";"BATTERIKABEL";"Batteriekabel";""
"7832";"BATTERI HÖGSPÄNNING";"Hybrid Batteri";""
"7833";"BATTERILADDARE HÖGSPÄNNING";"Hybrid Batteriladdare";""
"7834";"DC/DC OMVANDLARE HYBRID";"DC/DC Omvandlare Hybrid";""
"7835";"INVERTER HYBRID";"Hybrid Inverter";""
"7836";"INVERTER 12 -> 220 V";"Inverter 12 -> 220 V";""
"7837";"TORKARBLAD VINDRUTA";"Torkarblad vindruta";""
"7838";"TORKARBLAD BAKRUTA";"Torkarblad bakruta";""
"7839";"TORKARARM/BAKRUTA";"Heckscheibe Wischerarm";""
"7840";"TORKARARM. ARMAR VINDRUTA";"Windschutzscheibe Wischerarm/armar";""
"7841";"TORKARMEKANISM VINDRUTA";"Windschutzscheibe Wischermechanismus";""
"7842";"STYRENHET DÖRR";"Dörr Styrenhet";""
"7843";"SENSOR REGN/IMMA";"Regnsensor";""
"7844";"STYRENHET FYRHJULSDRIFT";"Fyrhjulsdrift Styrenhet";""
"7845";"DOMKRAFT";"Wagenheber";""
"7846";"STYRENHET BRÄNSLEPUMP";"Bränslepump Styrenhet";""
"7847";"STYRENHET BILLARM";"Billarm Styrenhet";""
"7848";"STYRENHET BENSIN/DIESELVÄRMARE";"Bensin/Dieselvärmare Styrenhet";""
"7849";"STYRENHET HASTIGHETSMÄTARGIVARE";"Hastighetsmätargivare Styrenhet";""
"7850";"BENSINVÄRMARE";"Bensinvärmare";""
"7851";"TIDUR /VÄRMARE";"Uhr/Värmer";""
"7852";"DIESELVÄRMARE";"Dieselvärmare";""
"7853";"MOTORVÄRMARE EL/SATS KOMP";"Motorvärmare El/Sats kompl.";""
"7854";"MOTORVÄRMARSLADD";"Motorvärmarsladd";""
"7855";"KUPEVÄRMARSLADD";"Kupévärmarsladd";""
"7856";"MOTORVÄRMARE GRENKONTAKT";"Motorvärmare Grenkontakt";""
"7857";"MOTORVÄRMARE / VÄRMEKROPP";"Motorvärmare Värmekropp";""
"7858";"AVGASSPJÄLL";"Avgasspjäll";""
"7859";"VÄRMEKAMMARE/VÄXLARE";"Wärmekammer/Wechsler";""
"7860";"KATALYSATOR";"Katalysator";""
"7861";"AVGAS/LJUDDÄMPARE/RÖR";"Abgas/Schalldämpfer/Rohr";""
"7862";"AVGASSYSTEM / KOMPL. EJ KAT.";"Abgassystem Kompl.";""
"7863";"AVGASRÖR FRÄMRE/MITT/BAK";"Abgasrohr";""
"7864";"AVGASSYSTEM ÖVRIGT";"Abgassystem Übriges";""
"7865";"AVGAS. FÖRVÄRMNINGSPLÅT";"Vorwärmungsblech";""
"7866";"SENSOR AVGAS";"Avgassensor";""
"7867";"AVGAS HALVSATS";"Avgas Halvsats";""
"7868";"AVGAS PARTIKELFILTER";"Avgas Partikelfilter";""
"7869";"INSYNSSKYDD RULLGARDIN";"Insynskydd";""
"7870";"OLJESTICKA";"Ölmess-stab";""
"7871";"SPÄNNINGSOMVANDLARE BATTERI";"Spänningsomvandlare Batteri";""
"7872";"BRÄNSLEPUMP BENSIN/DIESELVÄRMARE";"Bränslepump Bensin/Dieselvärmare";""
"7873";"BATTERIVÄRMARE";"Batterivärmare";""
"7874";"BATTERIKYLMODUL";"Batterikylmodul";""
"7875";"BATTERI HÖGSPÄNNING MODUL/CELL";"Högspänning Modul/Cell";""
"7876";"LADDLUCKA";"Laddlucka";""
"7877";"HÖGSPÄNNINGSBATTERI SÄKRING";"Hybridbatteri Säkring";""
"7879";"BAKGAVELLYFT/RULLSTOLSRAMP";"Bakgavellyft";""
"8001";"KYLARE MAN";"Kylare Manuell";""
"8002";"KYLARE AUT";"Kylare Automatisk";""
"8003";"KYLARFÄSTE/RAM/BALK";"Kylarfäste/Ram/Balk";""
"8005";"EXPANSIONSTANK";"Expansionstank";""
"8006";"EXPANSIONSTANK LOCK";"Expansionskärl lock";""
"8007";"AC SLANG/RÖR";"AC Slang, Rör";""
"8008";"AC STYRENHET/MANÖVERENHET";"AC Styrenhet / Manöverenhet";""
"8009";"AC KONDENSOR/KYLARE";"AC Kondensor";""
"8010";"KYLFLÄKT EL";"Kylfläkt Elektrisk";""
"8011";"GIVARE KYLFLÄKT";"Kylfläkt givare";""
"8012";"KYLFLÄKT FÄSTE/LAGER";"Kylfläkt Fäste/Lager";""
"8013";"KYLARSLANG FÖRDELNINGSRÖR";"Kylarslang Fördelningsrör";""
"8014";"KYLARSLANG";"Kylarslang";""
"8015";"KYLFLÄKT/VINGE";"Kylfläkt/Vinge";""
"8016";"KYLFLÄKT/SLIRKOPPLING";"Kylfläkt/Slirkoppling";""
"8017";"AC KYLFLÄKT";"AC Kylfläkt";""
"8018";"AC REGLERMOTOR";"AC Reglermotor";""
"8019";"AC VÄRMEFLÄKT";"AC Värmefläkt";""
"8020";"VÄRMEFLÄKT";"Värmefläkt";""
"8021";"DEFROSTERSLANG";"Defrosterslang";""
"8022";"DEFROSTERKANAL/MUNSTYCKE";"Defrosterkanal/Munstycke";""
"8023";"VÄRMEFLÄKTSMOTSTÅND";"Värmefläktsmotstånd";""
"8024";"VÄRME REGLERMOTOR";"Värme Reglermotor";""
"8025";"VÄRMEVENTIL";"Värmeventil";""
"8026";"VÄRME CIRKULATIONSPUMP";"Cirkulationspump";""
"8027";"VÄRMEPAKET EXTRA";"Värmepaket Extra";""
"8028";"VÄRME CELLPAKET ELEKTRISKT";"Värme Cellpaket Elektriskt";""
"8029";"VÄRME CELLPAKET KOMP.";"Cellpaket kompl.";""
"8030";"VÄRME CELLPAKET VATTEN";"Cellpaket";""
"8031";"AC CELLPAKET/FÖRÅNGARE";"AC Cellpaket/Förångare";""
"8032";"AC TORKFILTER";"AC Torkfilter";""
"8033";"AC FÖRÅNGARE";"AC Förångare";""
"8034";"AC ÖVRIGT";"AC Övrigt";""
"8035";"AC ANLÄGGNING / KOMPLETT";"AC Anläggning kompl.";""
"8036";"AC KOMPRESSOR/FÄSTE";"AC Kompressorfäste";""
"8037";"AC TRYCKVAKT";"AC Tryckvakt";""
"8038";"AC FÖRGASARE TOMGÅNGSSOLENOID";"AC Förgasare Tomgångssolenoid";""
"8039";"AC/VÄRME ENHET SKÅP";"AC/Värme enhet Skåp";""
"8040";"KYLFLÄKTSMOTSTÅND";"Kylfläktsmotstånd";""
"8071";"AIRBAG KROCKGARDIN VÄ";"Aufprallgardine";"Links"
"8072";"AIRBAG KROCKGARDIN HÖ";"Aufprallgardine";"Recht"
"8074";"AIRBAG STOLMONTERAD";"Stuhlmontiert";""
"8075";"AIRBAG SIDOKROCKKUDDE VÄ";"Seitenaufprallkissen";"Links"
"8076";"AIRBAG SIDOKROCKKUDDE HÖ";"Seitenaufprallkissen";"Recht"
"8077";"AIRBAG KNÄ";"Knä";""
"8078";"AIRBAG KROCKSENSOR";"Airbag krocksensor";""
"8080";"AIRBAG TAK";"Dachmontiert";""
"8081";"AIRBAG FRONTSENSOR VÄ";"Airbag Frontsensor";"Links"
"8082";"AIRBAG FRONTSENSOR HÖ";"Airbag Frontsensor";"Recht"
"8083";"AIRBAG ELEKTRONIKENHET";"Airbag Styrenhet";""
"8084";"AIRBAG KONTAKTRULLE";"Kontaktrolle Airbag ";""
"8085";"AIRBAG RATTKUDDE";"Lenkerkissen";""
"8086";"AIRBAG PASSAGERARKUDDE";"Beifahrerkissen";""
"8087";"AIRBAG BÄLTESSPÄNNARE VÄ";"Gurtspanner";"Links"
"8088";"AIRBAG BÄLTESSPÄNNARE HÖ";"Gurtspanner";"Recht"
"8089";"AIRBAG SÄKERHETSBÄLTE BAK";"Sicherheitsgurt";"Hinten"
"8090";"AIRBAG ÖVRIGT";"Övrigt Airbag";""
"8099";"KYL/VÄRME ÖVRIGT";"Övrigt Kyl/Värme";""
"9001";"DIM 155/80-13";"DIM 155/80-13";""
"9002";"DIM 195/40-16";"DIM 195/40-16";""
"9003";"DIM 265/65-18";"DIM 265/65-18";""
"9004";"DIM 245/40-21";"DIM 245/40-21";""
"9005";"DIM 305/55-20";"DIM 305/55-20";""
"9006";"DIM 235/75-17,5";"DIM 235/75-17,5";""
"9007";"DIM 285/40-20";"DIM 285/40-20";""
"9008";"DIM 425/65R-22,5";"DIM 425/65R-22,5";""
"9009";"DIM 445/45-19,5";"DIM 445/45-19,5";""
"9010";"BILDELAR DIVERSE";"Übrige Wagenteile";""
"9011";"DIM 235/70R-17,5";"DIM 235/70R-17,5";""
"9012";"DIM 255/70R-22,5";"DIM 255/70R-22,5";""
"9013";"DIM 265/70R-19,5";"DIM 265/70R-19,5";""
"9014";"DIM 275/70R-19,5";"DIM 275/70R-19,5";""
"9016";"DIM 275/70R-22,5";"DIM 275/70R-22,5";""
"9017";"DIM 275/80R-22,5";"DIM 275/80R-22,5";""
"9018";"DIM 295/60R-22,5";"DIM 295/60R-22,5";""
"9019";"DIM 295/80R-22,5";"DIM 295/80R-22,5";""
"9020";"DIM 305/60R-22,5";"DIM 305/60R-22,5";""
"9021";"DIM 305/70R-22,5";"DIM 305/70R-22,5";""
"9022";"DIM 315/60R-22,5";"DIM 315/60R-22,5";""
"9023";"DIM 315/70R-22,5";"DIM 315/70R-22,5";""
"9024";"DIM 315/80R-22,5";"DIM 315/80R-22,5";""
"9027";"DIM 385/55R-22,5";"DIM 385/55R-22,5";""
"9028";"DIM 385/65R-22,5";"DIM 385/65R-22,5";""
"9029";"DIM 285/70R-19,5";"DIM 285/70R-19,5";""
"9033";"DIM 245/70R-19,5";"DIM 245/70R-19,5";""
"9034";"DIM 205/40-18";"DIM 205/40-18";""
"9035";"DIM 225/30-20";"DIM 225/30-20";""
"9036";"DIM 215/60-18";"DIM 215/60-18";""
"9037";"DIM 215/65-17";"DIM 215/65-17";""
"9038";"DIM 245/50-16";"DIM 245/50-16";""
"9039";"DIM 275/60-20";"DIM 275/60-20";""
"9040";"DIM 275/65-17";"DIM 275/65-17";""
"9041";"DIM 285/30-18";"DIM 285/30-18";""
"9042";"DIM 285/30-19";"DIM 285/30-19";""
"9043";"DIM 285/30-20";"DIM 285/30-20";""
"9044";"DIM 285/30-21";"DIM 285/30-21";""
"9045";"DIM 285/35-18";"DIM 285/35-18";""
"9046";"DIM 285/35-20";"DIM 285/35-20";""
"9047";"DIM 285/35-21";"DIM 285/35-21";""
"9048";"DIM 285/40-19";"DIM 285/40-19";""
"9049";"DIM 285/40-22";"DIM 285/40-22";""
"9050";"DIM 285/45-19";"DIM 285/45-19";""
"9051";"DIM 285/45-20";"DIM 285/45-20";""
"9052";"DIM 285/45-21";"DIM 285/45-21";""
"9053";"DIM 285/50-18";"DIM 285/50-18";""
"9054";"DIM 285/50-20";"DIM 285/50-20";""
"9055";"DIM 285/60-18";"DIM 285/60-18";""
"9056";"DIM 285/65-16";"DIM 285/65-16";""
"9057";"DIM 285/65-17";"DIM 285/65-17";""
"9058";"DIM 295/25-20";"DIM 295/25-20";""
"9059";"DIM 295/25-21";"DIM 295/25-21";""
"9060";"DIM 295/30-18";"DIM 295/30-18";""
"9061";"DIM 295/30-19";"DIM 295/30-19";""
"9062";"DIM 295/30-20";"DIM 295/30-20";""
"9063";"DIM 295/30-21";"DIM 295/30-21";""
"9064";"DIM 295/30-22";"DIM 295/30-22";""
"9065";"DIM 295/35-19";"DIM 295/35-19";""
"9066";"DIM 295/35-20";"DIM 295/35-20";""
"9067";"DIM 295/35-21";"DIM 295/35-21";""
"9068";"DIM 295/35-22";"DIM 295/35-22";""
"9069";"DIM 295/40-19";"DIM 295/40-19";""
"9070";"DIM 295/40-20";"DIM 295/40-20";""
"9071";"DIM 295/40-21";"DIM 295/40-21";""
"9072";"DIM 295/40-22";"DIM 295/40-22";""
"9073";"DIM 295/45-19";"DIM 295/45-19";""
"9074";"DIM 295/45-20";"DIM 295/45-20";""
"9075";"DIM 305/25-20";"DIM 305/25-20";""
"9076";"DIM 305/25-22";"DIM 305/25-22";""
"9077";"DIM 305/30-19";"DIM 305/30-19";""
"9078";"DIM 305/30-20";"DIM 305/30-20";""
"9079";"DIM 305/30-23";"DIM 305/30-23";""
"9080";"DIM 305/40-22";"DIM 305/40-22";""
"9081";"DIM 315/25-19";"DIM 315/25-19";""
"9082";"DIM 315/25-23";"DIM 315/25-23";""
"9083";"DIM 315/30-21";"DIM 315/30-21";""
"9084";"DIM 315/30-22";"DIM 315/30-22";""
"9085";"DIM 315/35-20";"DIM 315/35-20";""
"9086";"DIM 315/40-21";"DIM 315/40-21";""
"9087";"DIM 325/25-20";"DIM 325/25-20";""
"9088";"DIM 325/25-21";"DIM 325/25-21";""
"9089";"DIM 325/35-22";"DIM 325/35-22";""
"9090";"DIM 325/40-21";"DIM 325/40-21";""
"9091";"DIM 335/25-22";"DIM 335/25-22";""
"9092";"DIM 185/60-16";"DIM 185/60-16";""
"9093";"DIM 205/75-14";"DIM 205/75-14";""
"9094";"DIM 295/35-18";"DIM 295/35-18";""
"9095";"DIM 155/70-12";"DIM 155/70-12";""
"9096";"DIM 285/30-22";"DIM 285/30-22";""
"9097";"DIM 215/65-15C";"DIM 215/65-15C";""
"9098";"DIM 265/55-19";"DIM 265/55-19";""
"9099";"ÖVRIGA BILDELAR";"Übrige Wagenteile";""
"9100";"DIM 145-10";"DIM 145-10";""
"9101";"DIM 195/55-15";"DIM 195/55-15";""
"9102";"DIM 225/70-15";"DIM 225/70-15";""
"9103";"DIM 205/50-16";"DIM 205/50-16";""
"9104";"DIM 225/70-16";"DIM 225/70-16";""
"9105";"DIM 145-12";"DIM 145-12";""
"9106";"DIM 155-12";"DIM 155-12";""
"9107";"DIM 215/45-17";"DIM 215/45-17";""
"9108";"DIM 145/70-13";"DIM 145/70-13";""
"9109";"DIM 195/55-13";"DIM 195/55-13";""
"9110";"DIM 135-13";"DIM 135-13";""
"9111";"DIM 145-13";"DIM 145-13";""
"9112";"DIM 155-13";"DIM 155-13";""
"9113";"DIM 165-13";"DIM 165-13";""
"9114";"DIM 175-13";"DIM 175-13";""
"9115";"DIM 185-13";"DIM 185-13";""
"9116";"DIM 175-13 RF";"DIM 175-13 RF";""
"9117";"DIM 165/65-13";"DIM 165/65-13";""
"9118";"DIM 195/70-13";"DIM 195/70-13";""
"9119";"DIM 185/65-13";"DIM 185/65-13";""
"9120";"DIM 155/70-13";"DIM 155/70-13";""
"9121";"DIM 165/70-13";"DIM 165/70R13";""
"9122";"DIM 175/70-13";"DIM 175/70-13";""
"9123";"DIM 185/70-13";"DIM 185/70-13";""
"9124";"DIM 205/60-13";"DIM 205/60-13";""
"9125";"DIM 185/60-13";"DIM 185/60-13";""
"9126";"DIM 175/65-13";"DIM 175/65-13";""
"9127";"DIM 235/70-16";"DIM 235/70-16";""
"9128";"DIM 215/35-19";"DIM 215/35-19";""
"9129";"DIM 185-14 RF";"DIM 185-14 RF";""
"9130";"DIM 145-14";"DIM 145-14";""
"9131";"DIM 155-14";"DIM 155-14";""
"9132";"DIM 165-14";"DIM 165-14";""
"9133";"DIM 175-14";"DIM 175-14";""
"9134";"DIM 185-14";"DIM 185-14";""
"9135";"DIM 205-14";"DIM 205-14";""
"9136";"DIM 195-14";"DIM 195-14";""
"9137";"DIM 255/55-16";"DIM 255/55-16";""
"9138";"DIM 195/65-14";"DIM 195/65-14";""
"9139";"DIM 165/70-14";"DIM 165/70-14";""
"9140";"DIM 175/70-14";"DIM 175/70-14";""
"9141";"DIM 185/70-14";"DIM 185/70-14";""
"9142";"DIM 195/70-14";"DIM 195/70-14";""
"9143";"DIM 205/70-14";"DIM 205/70-14";""
"9144";"DIM 195/70-15 C";"DIM 195/70-15 C";""
"9145";"DIM 165/65-14";"DIM 165/65-14";""
"9146";"DIM 175/65-14";"DIM 175/65-14";""
"9147";"DIM 185/60-14";"DIM 185/60-14";""
"9148";"DIM 195/60-14";"DIM 195/60-14";""
"9149";"DIM 205/60-14";"DIM 205/60-14";""
"9150";"DIM 145-15";"DIM 145-15";""
"9151";"DIM 155-15";"DIM 155-15";""
"9152";"DIM 165-15";"DIM 165-15";""
"9153";"DIM 6.70-15";"DIM 6.70-15";""
"9154";"DIM 175/70-15";"DIM 175/70-15";""
"9155";"DIM 185/65-15";"DIM 185/65-15";""
"9156";"DIM 195/65-15";"DIM 195/65-15";""
"9157";"DIM 205/55-15";"DIM 205/55-15";""
"9158";"DIM 225/75-15";"DIM 225/75-15";""
"9159";"DIM 235/75-15";"DIM 235/75-15";""
"9160";"DIM 6.00-16";"DIM 6.00-16";""
"9161";"DIM 6.50-16";"DIM 6.50-16";""
"9162";"DIM 205/75-16";"DIM 205/75-16";""
"9163";"DIM 205/55-16";"DIM 205/55-16";""
"9164";"DIM 185/75-14";"DIM 185/75-14";""
"9165";"DIM 185/65-14";"DIM 185/65-14";""
"9166";"DIM 195/70-15";"DIM 195/70-15";""
"9167";"DIM 205/60-15";"DIM 205/60-15";""
"9168";"DIM 185/55-15";"DIM 185/55-15";""
"9169";"DIM 225/50-15";"DIM 225/50-15";""
"9170";"DIM 225/50-16";"DIM 225/50-16";""
"9171";"DIM 195/60-15";"DIM 195/60-15";""
"9172";"DIM 205/65-15";"DIM 205/65-15";""
"9173";"DIM 205/65-15 RF";"DIM 205/65-15 RF";""
"9174";"DIM 205/70-15";"DIM 205/70-15";""
"9175";"DIM 205/70-15 C";"DIM 205/70-15 C";""
"9176";"DIM 195/50-15";"DIM 195/50-15";""
"9177";"DIM 205/50-15";"DIM 205/50-15";""
"9178";"DIM 185/70-15";"DIM 185/70-15";""
"9179";"DIM 175-15";"DIM 175-15";""
"9180";"DIM 185-14 8C";"DIM 185-14 8C";""
"9181";"DIM 195-14 8C";"DIM 195-14 8C";""
"9182";"DIM 205-14 8C";"DIM 205-14 8C";""
"9183";"DIM 205-16";"DIM 205-16";""
"9184";"DIM 205-16 RF";"DIM 205-16 RF";""
"9185";"DIM 205-16 8C";"DIM 205-16 8C";""
"9186";"DIM 185-15";"DIM 185-15";""
"9187";"DIM 180/65-390 P6";"DIM 180/65-390 P6";""
"9188";"DIM 190/65-390";"DIM 190/65-390";""
"9189";"DIM 200/60-390";"DIM 200/60-390";""
"9190";"DIM 000-10";"DIM 000-10";""
"9191";"DIM 31X10.5-15";"DIM 31X10.5-15";""
"9192";"DIM 000-12";"DIM 000-12";""
"9193";"DIM 000-13";"DIM 000-13";""
"9194";"DIM 000-14";"DIM 000-14";""
"9195";"DIM 000-15";"DIM 000-15";""
"9196";"DIM 000-16";"DIM 000-16";""
"9197";"DIM 000-17";"DIM 000-17";""
"9198";"DIM 205/70-13";"DIM 205/70-13";""
"9199";"DIM 215-14 C";"DIM 215-14 C";""
"9200";"DIM 205/70-16";"DIM 205/70-16";""
"9201";"DIM 185/55-14";"DIM 185/55-14";""
"9202";"DIM 205/75-15";"DIM 205/75-15";""
"9203";"DIM 215/65-15";"DIM 215/65-15";""
"9204";"DIM 195/50-16";"DIM 195/50-16";""
"9205";"DIM 225/55-16";"DIM 225/55-16";""
"9206";"DIM 250/60-16";"DIM 250/60-16";""
"9207";"DIM 265/75-16";"DIM 265/75-16";""
"9208";"DIM 235/45-17";"DIM 235/45-17";""
"9209";"DIM 215/55-16";"DIM 215/55-16";""
"9210";"DIM 195/75-16";"DIM 195/75-16";""
"9211";"DIM 000-18";"DIM 000-18";""
"9212";"DIM 000-19";"DIM 000-19";""
"9213";"DIM 000-20";"DIM 000-20";""
"9214";"DIM 000-21";"DIM 000-21";""
"9215";"DIM 000-22";"DIM 000-22";""
"9216";"DIM 245/55-16";"DIM 245/55-16";""
"9217";"DIM 235/85-16";"DIM 235/85-16";""
"9218";"DIM 325/55-17";"DIM 325/55-17";""
"9219";"DIM 235/55-18";"DIM 235/55-18";""
"9220";"DIM 215/60-15";"DIM 215/60-15";""
"9221";"DIM 225/60-15";"DIM 225/60-15";""
"9222";"DIM 225/55-15";"DIM 225/55-15";""
"9223";"DIM 185/60-15";"DIM 185/60-15";""
"9224";"DIM 225/35-17";"DIM 225/35-17";""
"9225";"DIM 215/40-17";"DIM 215/40-17";""
"9226";"DIM 225/45-17";"DIM 225/45-17";""
"9227";"DIM 235/40-17";"DIM 235/40-17";""
"9228";"DIM 225/50-17";"DIM 225/50-17";""
"9229";"DIM 215/75-16";"DIM 215/75-16";""
"9230";"DIM 215/65-16";"DIM 215/65-16";""
"9231";"DIM 235/60-16";"DIM 235/60-16";""
"9232";"DIM 195/55-16";"DIM 195/55-16";""
"9233";"DIM 205/45-16";"DIM 205/45-16";""
"9234";"DIM 225/40-18";"DIM 225/40-18";""
"9235";"DIM 235/40-18";"DIM 235/40-18";""
"9236";"DIM 265/35-18";"DIM 265/35-18";""
"9237";"DIM 205/50-17";"DIM 205/50-17";""
"9238";"DIM 245/70-16";"DIM 245/70-16";""
"9239";"DIM 155/65-13";"DIM 155/65-13";""
"9240";"DIM 215/60-16";"DIM 215/60-16";""
"9241";"DIM 195/60-16";"DIM 195/60-16";""
"9242";"DIM 245/35-17";"DIM 245/35-17";""
"9243";"DIM 225/65-16";"DIM 225/65-16";""
"9244";"DIM 245/70-17";"DIM 245/70-17";""
"9245";"DIM 215/50-17";"DIM 215/50-17";""
"9246";"DIM 225/45-16";"DIM 225/45-16";""
"9247";"DIM 215/35-18";"DIM 215/35-18";""
"9248";"DIM 225/35-18";"DIM 225/35-18";""
"9249";"DIM 205/40-17";"DIM 205/40-17";""
"9250";"DIM 175/60-13";"DIM 175/60-13";""
"9251";"DIM 255/45-18";"DIM 255/45-18";""
"9252";"DIM 195/75-14";"DIM 195/75-14";""
"9253";"DIM 215/55-17";"DIM 215/55-17";""
"9254";"DIM 235/65-17";"DIM 235/65-17";""
"9255";"DIM 225/60-16";"DIM 225/60-16";""
"9256";"DIM 265/70-15";"DIM 265/70-15";""
"9257";"DIM 265/70-17";"DIM 265/70-17";""
"9258";"DIM 155/65-14";"DIM 155/65-14";""
"9259";"DIM 255/35-18";"DIM 255/35-18";""
"9260";"DIM 215/75-15";"DIM 215/75-15";""
"9261";"DIM 255/55-18";"DIM 255/55-18";""
"9262";"DIM 195/65-16";"DIM 195/65-16";""
"9263";"DIM 225/65-16C";"DIM 225/65-16C";""
"9264";"DIM 245/45-18";"DIM 245/45-18";""
"9265";"DIM 205/60-16";"DIM 205/60-16";""
"9266";"DIM 205/65-16";"DIM 205/65-16";""
"9267";"DIM 255/60-17";"DIM 255/60-17";""
"9268";"DIM 185/75-16";"DIM 185/75-16";""
"9269";"DIM 165/80-13";"DIM 165/80-13";""
"9270";"DIM 135/70-13";"DIM 135/70-13";""
"9271";"DIM 185/55-13";"DIM 185/55-13";""
"9272";"DIM 245/45-16";"DIM 245/45-16";""
"9273";"DIM 215/40-16";"DIM 215/40-16";""
"9274";"DIM 225/40-16";"DIM 225/40-16";""
"9275";"DIM 255/35-19";"DIM 255/35-19";""
"9276";"DIM 235/50-18";"DIM 235/50-18";""
"9277";"DIM 205/80-16";"DIM 205/80-16";""
"9278";"DIM 275/70-16";"DIM 275/70-16";""
"9279";"DIM 215/70-15";"DIM 215/70-15";""
"9280";"DIM 255/65-16";"DIM 255/65-16";""
"9281";"DIM 215/70-16";"DIM 215/70-16";""
"9282";"DIM 235/60-17";"DIM 235/60-17";""
"9283";"DIM 245/55-17";"DIM 245/55-17";""
"9284";"DIM 275/40-20";"DIM 275/40-20";""
"9285";"DIM 225/55-17";"DIM 225/55-17";""
"9286";"DIM 175/65-15";"DIM 175/65-15";""
"9287";"DIM 215/40-18";"DIM 215/40-18";""
"9288";"DIM 255/45-17";"DIM 255/45-17";""
"9289";"DIM 235/55-17";"DIM 235/55-17";""
"9290";"DIM 175/65-14C";"DIM 175/65-14C";""
"9291";"DIM 175/60-15";"DIM 175/60-15";""
"9292";"DIM 195/45-16";"DIM 195/45-16";""
"9293";"DIM 225/75-16";"DIM 225/75-16";""
"9294";"DIM 215/45-18";"DIM 215/45-18";""
"9295";"DIM 165/60-14";"DIM 165/60-14";""
"9296";"DIM 205/45-17";"DIM 205/45-17";""
"9297";"DIM 195/45-17";"DIM 195/45-17";""
"9298";"DIM 215/75-14";"DIM 215/75-14";""
"9299";"DIM 195-15";"DIM 195-15";""
"9300";"DIM 165/60-13";"DIM 165/60-13";""
"9301";"DIM 225/60-18";"DIM 225/60-18";""
"9302";"DIM 225/60-17";"DIM 225/60-17";""
"9303";"DIM 245/35-19";"DIM 245/35-19";""
"9304";"DIM 245/40-18";"DIM 245/40-18";""
"9305";"DIM 245/65-17";"DIM 245/65-17";""
"9306";"DIM 235/60-18";"DIM 235/60-18";""
"9307";"DIM 215/60-17";"DIM 215/60-17";""
"9308";"DIM 245/75-16";"DIM 245/75-16";""
"9309";"DIM 255/40-16";"DIM 255/40-16";""
"9310";"DIM 215/55-18";"DIM 215/55-18";""
"9311";"DIM 225/45-18";"DIM 225/45-18";""
"9312";"DIM 255/70-16";"DIM 255/70-16";""
"9313";"DIM 235/35-19";"DIM 235/35-19";""
"9314";"DIM 235/65-16C";"DIM 235/65-16C";""
"9315";"DIM 255/40-18";"DIM 255/40-18";""
"9316";"DIM 255/65-17";"DIM 255/65-17";""
"9317";"DIM 235/45-18";"DIM 235/45-18";""
"9318";"DIM 285/35-19";"DIM 285/35-19";""
"9319";"DIM 275/40-18";"DIM 275/40-18";""
"9320";"DIM 245/60-18";"DIM 245/60-18";""
"9321";"DIM 265/70-16";"DIM 265/70-16";""
"9322";"DIM 255/40-20";"DIM 255/40-20";""
"9323";"DIM 275/40-17";"DIM 275/40-17";""
"9324";"DIM 255/75-15";"DIM 255/75-15";""
"9325";"DIM 255/70-15";"DIM 255/70-15";""
"9326";"DIM 245/45-17";"DIM 245/45-17";""
